country,city,year,lat,long,alt,tmax,tmin,prcp,agdd_winter,tmax_winter,prcp_winter,tmin_winter,co2_percapita,bloom_date
Japan,Osaka,1973,34.68222222,135.5191667,23,20.67151163,12.95515695,2.952173913,332.3,11.21891108,19.67846968,2.344537815,8.3473,95
Japan,Osaka,1989,34.68222222,135.5191667,23,21.29888268,13.1238806,14.09491525,340.4,11.44357833,113.1455026,3.632361111,8.2355,91
Japan,Osaka,1999,34.68222222,135.5191667,23,21.62914286,13.92587065,5.014179104,302.9,11.08452637,28.37799145,3.239145299,9.7514,88
Japan,Osaka,2002,34.68222222,135.5191667,23,21.62714286,14.05786802,7.492307692,322.5,11.25271995,48.16666667,3.844710192,10.0015,87
Japan,Osaka,2003,34.68222222,135.5191667,23,21.07965616,13.6721393,8.016463415,282.2,10.19580369,39.53535354,2.965138889,10.0538,92
Japan,Osaka,1957,34.68222222,135.5191667,23,19.90194986,10.90798122,5.808053691,261.55,9.199522103,17.5,0.241252437,2.0677,100
Japan,Osaka,1959,34.68222222,135.5191667,23,21.36077348,11.81014493,6.590588235,336,11.05244922,48.80454545,2.139215686,2.076,93
Japan,Osaka,2007,34.68222222,135.5191667,23,21.98169014,14.0980198,2.65359116,362.9,12.32961125,18.04915515,4.314179894,10.1416,93
Japan,Osaka,2012,34.68222222,135.5191667,23,20.92681564,13.0539267,4.159836066,284.5,9.646829811,16.08490916,2.413865546,10.1695,100
Japan,Osaka,1984,34.68222222,135.5191667,23,20.40696379,12.70780488,7.540816327,218.1,8.360174091,72.2962963,0.543320106,7.7323,107
Japan,Osaka,1985,34.68222222,135.5191667,23,20.94833333,13.02417062,11.24712644,280.35,9.97002622,55.14285714,1.870980392,7.4858,98
Japan,Osaka,2015,34.68222222,135.5191667,23,24.32042254,13.775,4.521369863,328.3142459,11.28664632,21.4495557,3.385292171,9.5589,91
Japan,Osaka,1970,34.68222222,135.5191667,23,20.06030479,13.65602018,5.646916365,8.450599591,8.500622108,21.24641723,2.231724185,7.3189,104
Japan,Osaka,1971,34.68222222,135.5191667,23,20.06,13.65625,5.644886364,8.35,8.5,21.23333333,2.231578947,7.4844,97
Japan,Osaka,1972,34.68222222,135.5191667,23,20.06000229,13.65620844,5.644864558,8.3630338,8.500061328,21.23344516,2.23157979,7.8922,96
Japan,Osaka,2013,34.68222222,135.5191667,23,13.7295082,13.54549763,3.885479452,247.9,9.408571429,24.93894009,1.807222222,10.251,88
Japan,Osaka,2000,34.68222222,135.5191667,23,21.61481481,13.85353535,12.5025974,326.15,10.67020234,48.48888889,3.008649237,9.9148,99
Japan,Osaka,1965,34.68222222,135.5191667,23,20.06000303,13.65624187,5.644893196,8.351104891,8.500006762,21.23337285,2.231575071,3.9257,105
Japan,Osaka,1966,34.68222222,135.5191667,23,20.06,13.65625,5.644886364,8.35,8.5,21.23333333,2.231578947,4.2095,95
Japan,Osaka,1988,34.68222222,135.5191667,23,20.22444444,11.9,11.03265306,349.1,10.72434716,28.77777778,2.936203008,7.974,102
Japan,Osaka,1960,34.68222222,135.5191667,23,21.14530387,10.92119816,5.064835165,370.85,11.36740823,23.77784512,1.085882353,2.482,100
Japan,Osaka,1986,34.68222222,135.5191667,23,20.42284123,11.59392523,9.965384615,249.6,8.624014337,20.09722222,0.88668672,7.4465,99
Japan,Osaka,1997,34.68222222,135.5191667,23,21.02732394,12.92344498,10.66195652,341.5,10.74024048,58.39153439,2.374310777,9.8097,94
Japan,Osaka,1993,34.68222222,135.5191667,23,20.3343662,12.62288557,11.80508475,340,11.49819594,57.06060606,3.688515406,9.3259,97
Japan,Osaka,2014,34.68222222,135.5191667,23,19.2,13.16734694,3.504109589,4.5,8.1,19.5,2.193333333,9.8599,92
Japan,Osaka,1967,34.68222222,135.5191667,23,20.06,13.65625,5.644886364,8.35,8.5,21.23333333,2.231578947,4.8532,93
Japan,Osaka,1962,34.68222222,135.5191667,23,20.66197183,11.31603774,4.816793893,173.35,9.463082437,13.20454545,0.662152778,3.068,99
Japan,Osaka,1968,34.68222222,135.5191667,23,20.06000419,13.65624478,5.644902335,8.35166003,8.500007278,21.23344024,2.231576782,5.5023,95
Japan,Osaka,1994,34.68222222,135.5191667,23,22.00530726,13.92435233,5.760526316,326.95,10.57524357,40.56111111,2.973039216,9.7362,96
Japan,Osaka,1969,34.68222222,135.5191667,23,20.06000763,13.6562406,5.644917085,8.35298993,8.500013402,21.23353303,2.231575276,6.3115,100
Japan,Osaka,1998,34.68222222,135.5191667,23,22.03868195,14.16865672,12.48557692,335.35,11.01735178,106.2571429,3.594444444,9.4794,93
Japan,Osaka,1995,34.68222222,135.5191667,23,20.58385269,13.33707317,11.81473684,312,10.55222222,52.83333333,3.301344538,9.8098,97
Japan,Osaka,1996,34.68222222,135.5191667,23,20.42506964,12.58606965,11.79677419,311.15,9.744397479,26.30176768,2.549877451,9.8823,100
Japan,Nara,2019,34.69388889,135.8277778,104.4,21.46507042,12.1,3.881666667,243.7,10.79806053,17.44738863,1.500549451,8.7177,95
Japan,Nara,1979,34.69388889,135.8277778,104.4,20.83013699,10.20739726,3.705479452,564.8,11.58959293,19.07258065,0.996274962,8.1552,96
Japan,Nara,1982,34.69388889,135.8277778,104.4,19.95260274,9.692328767,4.410958904,396.6,9.349807988,8.75,-0.593049155,7.5031,91
Japan,Nara,1983,34.69388889,135.8277778,104.4,20.08986301,9.976986301,3.939726027,465.65,9.812788018,15.14016897,0.456374808,7.3148,97
Japan,Nara,1984,34.69388889,135.8277778,104.4,19.40546448,9.544535519,2.786885246,286.9,7.3189099,11.7982944,-1.174045235,7.7323,107
Japan,Nara,1981,34.69388889,135.8277778,104.4,19.53780822,9.174520548,3.202739726,323.1,8.016858679,15.67780338,-0.952112135,7.8061,96
Japan,Nara,1987,34.69388889,135.8277778,104.4,20.69068493,10.25780822,3.05890411,508.9,10.5421275,17.73617512,0.737211982,7.3333,96
Japan,Nara,1980,34.69388889,135.8277778,104.4,19.25765027,9.496721311,4.465846995,430.15,9.407712273,15.57656656,-0.021319985,8.0198,99
Japan,Nara,1985,34.69388889,135.8277778,104.4,20.20520548,10.29534247,4.05890411,415.55,9.061213518,14.27995392,0.196351767,7.4858,98
Japan,Nara,1994,34.69388889,135.8277778,104.4,21.49717514,10.85339806,5.854878049,231.3,9.723210445,28.87037037,-0.373529412,9.7362,96
Japan,Nara,1977,34.69388889,135.8277778,104.4,20.33424658,9.995890411,3.064383562,324.35,8.236290323,15.53187404,-1.239516129,8.1273,94
Japan,Nara,2007,34.69388889,135.8277778,104.4,21.07138889,10.2510101,2.858953168,260.15,11.28722861,22.140553,0.359803922,10.1416,94
Japan,Nara,1992,34.69388889,135.8277778,104.4,22.97142857,13.35714286,14.875,203.2170487,9.894852138,60.45172373,0.605092278,9.4102,92
Japan,Nara,2018,34.69388889,135.8277778,104.4,21.51723164,11.51979167,4.475069252,212,8.853259089,12.60023041,-0.300310458,8.9893,88
Japan,Nara,1993,34.69388889,135.8277778,104.4,20.39597523,10.19518072,10.48061224,65.3,10.83571429,29.28571429,-0.941666667,9.3259,97
Japan,Nara,1986,34.69388889,135.8277778,104.4,19.74794521,9.467945205,3.373972603,324.5,8.033947773,7.259984639,-0.881336406,7.4465,100
Japan,Nara,2020,34.69388889,135.8277778,104.4,21.97289157,11.92606383,4.653821656,369.2,11.64367816,24.55839822,2.534697856,8.1499,94
Japan,Nara,2021,34.69388889,135.8277778,104.4,22.08069164,11.89424084,4.870118343,186,11.24772063,19.08369408,0.849603175,10.05539853,89
Japan,Nara,2011,34.69388889,135.8277778,104.4,20.96811594,10.21153846,4.086685552,214.4,10.3434321,19.77857143,-0.693013784,9.8434,98
Japan,Nara,1990,34.69388889,135.8277778,104.4,24,15.82222222,22.38571429,208.9,11.41290323,9.032258065,1.887096774,9.3009,87
Japan,Nara,1978,34.69388889,135.8277778,104.4,20.78876712,9.919178082,2.497260274,457.4,9.609869432,11.34600614,0.411635945,7.7804,101
Japan,Nara,2017,34.69388889,135.8277778,104.4,20.69159664,11.24347826,2.979281768,245.2,10.63600159,23.57565284,0.146797386,9.3184,98
Japan,Nara,2005,34.69388889,135.8277778,104.4,22.08069164,11.89424084,4.870118343,186,11.24772063,19.08369408,0.849603175,10.0554,97
Japan,Nara,2006,34.69388889,135.8277778,104.4,20.59241573,10.65369458,3.753021978,216.05,10.23855038,22.44418843,-0.346944444,9.8687,95
Japan,Nara,1964,34.69388889,135.8277778,104.4,20.29808743,10.19863388,2.712021858,452.1,9.231182796,22.58472377,0.609010011,3.6855,98
Japan,Nara,1995,34.69388889,135.8277778,104.4,20.07232704,9.785,10.4754717,239.45,9.964290047,31.13888889,-0.055812325,9.8098,98
Japan,Nara,2010,34.69388889,135.8277778,104.4,20.98735632,10.60251256,4.364655172,260.6,10.71193257,23.18066713,0.150980392,9.4507,92
Japan,Nara,1969,34.69388889,135.8277778,104.4,19.75863014,9.451506849,3.465753425,527.95,10.07930108,28.79800307,1.562480799,6.3115,102
Japan,Nara,2012,34.69388889,135.8277778,104.4,20.65061728,10.57668394,4.381318681,185.2,9.134151526,18.42195032,-0.657142857,10.1695,100
Japan,Nara,1971,34.69388889,135.8277778,104.4,19.59232877,9.675890411,3.490410959,400,9.040284178,12.83794163,-0.174193548,7.4844,97
Japan,Nara,1988,34.69388889,135.8277778,104.4,19.51284153,9.626502732,3.405737705,478.55,10.12892102,8.016314423,0.310344828,7.974,105
Japan,Nara,1976,34.69388889,135.8277778,104.4,19.28060109,9.304098361,4,473.75,9.936967,21.29217649,0.503448276,7.9799,96
Japan,Nara,2015,34.69388889,135.8277778,104.4,21.01587744,11.10837438,4.096153846,197.2,9.468294931,23.76996928,0.134821429,9.5589,90
Japan,Nara,2016,34.69388889,135.8277778,104.4,21.6972067,11.16040609,4.105509642,304.55,11.49011494,22.83877147,0.913112745,9.4215,93
Japan,Nara,1991,34.69388889,135.8277778,104.4,28.47142857,14.3,10.55,214.4046095,10.32705183,41.57378188,0.123711696,9.3628,95
Japan,Nara,1962,34.69388889,135.8277778,104.4,19.63671233,9.921917808,3.705753425,454,9.602841782,8.547235023,0.473387097,3.068,99
Japan,Nara,1963,34.69388889,135.8277778,104.4,19.26575342,10.09287671,3.64,325.15,7.687519201,13.76344086,-0.692741935,3.37,97
Japan,Nara,1960,34.69388889,135.8277778,104.4,20.03142077,10.25710383,3.687431694,496.15,10.43741194,16.36040044,0.45925102,2.482,95
Japan,Nara,2008,34.69388889,135.8277778,104.4,20.70957746,9.981862745,3.555616438,230.05,9.5843702,25.17797553,-0.04537037,9.5871,94
Japan,Nara,2009,34.69388889,135.8277778,104.4,20.92072829,9.721390374,3.528219178,239.3,10.91907913,24.2235023,-0.01015873,9.0484,96
Japan,Nara,1996,34.69388889,135.8277778,104.4,19.81063218,9.490547264,9.708571429,180.25,8.992407407,27.41203704,-0.725320513,9.8823,99
Japan,Nara,1970,34.69388889,135.8277778,104.4,19.53315068,9.686849315,3.567123288,380.25,9.482949309,15.64324117,-1.023310292,7.3189,107
Japan,Nara,1998,34.69388889,135.8277778,104.4,21.27363897,11.3765,11.4042735,217.7,10.49844689,120.25,0.631547619,9.4794,90
Japan,Nara,1972,34.69388889,135.8277778,104.4,19.91803279,9.816393443,4.06557377,517.3,10.42740082,28.41861327,0.894809047,7.8922,97
Japan,Nara,1973,34.69388889,135.8277778,104.4,19.74849315,9.591232877,3.110958904,510.25,10.27196621,24.62749616,1.057488479,8.3473,95
Japan,Nara,1989,34.69388889,135.8277778,104.4,20.33780822,10.23534247,4.254794521,539.2,10.80852535,38.24116743,1.186597542,8.2355,92
Japan,Nara,1975,34.69388889,135.8277778,104.4,19.76520548,10.03643836,4.083561644,373,8.30672043,16.04454685,-0.091474654,7.726,99
Japan,Nara,2004,34.69388889,135.8277778,104.4,21.25558824,10.53703704,3.961931818,218.8,10.80133015,11.61808657,-0.39047619,10.0064,90
Japan,Nara,1958,34.69388889,135.8277778,104.4,20.07479452,10.23479452,4.039452055,485.95,10.04888633,23.82718894,0.711136713,1.9718,98
Japan,Nara,1959,34.69388889,135.8277778,104.4,20.54273973,10.67150685,4.904931507,527.7,10.39823349,35.99308756,1.352803379,2.076,88
Japan,Nara,1997,34.69388889,135.8277778,104.4,20.49181818,10.55706806,8.909195402,227.8,10.17753086,43.58201058,-0.864183964,9.8097,93
Japan,Nara,1965,34.69388889,135.8277778,104.4,19.29342466,8.769315068,4.513972603,391.45,9.227150538,12.05299539,-0.60702765,3.9257,107
Japan,Nara,1966,34.69388889,135.8277778,104.4,19.77808219,9.478082192,3.798356164,432.85,9.767357911,21.88978495,-0.151651306,4.2095,98
Japan,Nara,1967,34.69388889,135.8277778,104.4,20.12767123,9.729041096,3.549041096,346.35,8.565591398,15.53801843,-0.977380952,4.8532,98
Japan,Nara,1974,34.69388889,135.8277778,104.4,19.34657534,9.348219178,4.235616438,325.2,8.21390169,11.54953917,-1.001651306,8.2353,98
Japan,Nara,2002,34.69388889,135.8277778,104.4,21.11327434,10.58152174,6.96728972,226.1,10.63951328,50.92307692,0.228888889,10.0015,85
Japan,Nara,1999,34.69388889,135.8277778,104.4,20.87744807,10.44357542,5.416666667,227.1,10.60754399,22.28781145,0.052447552,9.7514,92
Japan,Nara,2000,34.69388889,135.8277778,104.4,20.9457971,10.44468085,11.49,172.6,9.657682811,39.2015873,-0.47416603,9.9148,101
Japan,Nara,1954,34.69388889,135.8277778,104.4,19.71917808,9.989589041,4.149041096,463.5,10.70493803,25.03822174,0.853125626,1.6201,94
Japan,Nara,1968,34.69388889,135.8277778,104.4,19.55819672,9.459562842,4.431693989,281.95,7.59306637,16.42120875,-1.489358547,5.5023,99
Japan,Nara,2003,34.69388889,135.8277778,104.4,19.99488636,10.0127551,7.854385965,220.1,9.429224516,63.19437229,-0.324722222,10.0538,94
Japan,Nara,2014,34.69388889,135.8277778,104.4,20.70111111,10.39853659,3.61890411,249.9,9.689382716,16.94009217,0.04004128,9.8599,91
Japan,Nara,1957,34.69388889,135.8277778,104.4,19.4630137,9.573424658,4.436164384,377.35,8.740437788,12.72311828,-0.405952381,2.0677,103
Japan,Nara,2001,34.69388889,135.8277778,104.4,19.47973856,8.830177515,9.010126582,189.4,9.738095238,57.92640693,-0.506984127,9.7857,94
Japan,Nara,1961,34.69388889,135.8277778,104.4,20.42465753,10.96465753,4.256712329,370.65,8.251382488,13.96543779,-0.074270353,2.9905,97
Japan,Nara,1956,34.69388889,135.8277778,104.4,19.46830601,9.783606557,3.867486339,444.45,9.614645903,7.148683723,0.070856507,1.7848,98
Japan,Nara,2013,34.69388889,135.8277778,104.4,20.99265537,10.79121951,4.12739726,117,8.392424242,26.10714286,-1.055654762,10.251,88
Japan,Nara,1955,34.69388889,135.8277778,104.4,20.30054795,10.21205479,3.272328767,462.2,9.876536098,20.77880184,0.40218894,1.5938,96
Japan,Tsu,1967,34.73416667,136.5197222,2.7,19.41726027,11.07369863,4.509589041,427.05,9.103648233,10.39592934,0.358525346,4.8532,95
Japan,Tsu,1966,34.73416667,136.5197222,2.7,19.18821918,10.84986301,5.174794521,494.6,9.902995392,25.44009217,1.098003072,4.2095,94
Japan,Tsu,2011,34.73416667,136.5197222,2.7,20.08433048,12.8135514,4.898863636,243.85,10.25574046,14.0952381,2.26114082,9.8434,95
Japan,Tsu,1963,34.73416667,136.5197222,2.7,18.79616438,11.25890411,3.781917808,415.3,8.717780338,11.25076805,0.387749616,3.37,100
Japan,Tsu,1965,34.73416667,136.5197222,2.7,18.96657534,10.2709589,4.915616438,487.25,9.912903226,12.89362519,0.869969278,3.9257,107
Japan,Tsu,1964,34.73416667,136.5197222,2.7,19.61693989,11.63606557,3.228961749,545.9,9.857100482,19.82758621,2.070967742,3.6855,101
Japan,Tsu,2010,34.73416667,136.5197222,2.7,20.72011662,13.64926108,4.483428571,271.8,10.6899106,18.92910315,3.252380952,9.4507,91
Japan,Tsu,1997,34.73416667,136.5197222,2.7,20.44514107,12.37554348,11.22857143,289.35,10.52428237,26.83333333,1.840294118,9.8097,94
Japan,Tsu,1998,34.73416667,136.5197222,2.7,21.3018018,13.40904255,15.45566038,274.55,11.10401235,111.8148148,3.049444444,9.4794,90
Japan,Tsu,2021,34.73416667,136.5197222,2.7,17.55,13.45879397,5.396811594,5.35,6.85,21.83333333,2.233333333,10.0554,84
Japan,Tsu,1981,34.73416667,136.5197222,2.7,18.5769863,10.49534247,3.435616438,395.75,8.24750384,10.52419355,0.463632873,7.8061,95
Japan,Tsu,2014,34.73416667,136.5197222,2.7,17.86666667,12.68465347,4.356712329,4.95,10,20.46889401,2.905416667,9.8599,91
Japan,Tsu,2004,34.73416667,136.5197222,2.7,20.84744745,12.61979695,4.329059829,268.4,11.05761905,8.132211275,2.586772487,10.0064,92
Japan,Tsu,2012,34.73416667,136.5197222,2.7,19.84412607,12.66292683,4.686338798,293.7,9.62874808,18.70634038,2.431018519,10.1695,99
Japan,Tsu,1962,34.73416667,136.5197222,2.7,19.50191781,11.09808219,4.413972603,541.7,10.35737327,11.19892473,1.656029186,3.068,103
Japan,Tsu,2009,34.73416667,136.5197222,2.7,20.47988506,12.56212121,4.190384615,319.35,11.22491474,25.88364055,3.006631264,9.0484,92
Japan,Tsu,2019,34.73416667,136.5197222,2.7,20.75987842,13.65510204,4.480769231,308,10.97676768,13.20186892,3.575972222,8.7177,93
Japan,Tsu,2008,34.73416667,136.5197222,2.7,20.4713467,12.76965174,4.658196721,268.85,10.21190476,17.756396,2.670308123,9.5871,92
Japan,Tsu,2013,34.73416667,136.5197222,2.7,12.97272727,13.01758794,3.822739726,225.9,9.242907758,22.00422427,1.435284062,10.251,89
Japan,Tsu,1979,34.73416667,136.5197222,2.7,19.99780822,11.73479452,4.464383562,609.35,11.36167435,22.26958525,2.217281106,8.1552,99
Japan,Tsu,1980,34.73416667,136.5197222,2.7,18.55382514,10.91584699,5.109289617,510.5,9.828513163,16.63515017,1.326770486,8.0198,98
Japan,Tsu,1968,34.73416667,136.5197222,2.7,18.89754098,10.65355191,4.826502732,366.9,8.279866518,14.08305525,-0.285761958,5.5023,99
Japan,Tsu,1961,34.73416667,136.5197222,2.7,20.06547945,12.20931507,5.368493151,460.25,9.147119816,10.68087558,1.026996928,2.9905,99
Japan,Tsu,2000,34.73416667,136.5197222,2.7,20.59347181,12.91039604,14.36326531,292.85,10.47390379,32.97070707,2.352505447,9.9148,100
Japan,Tsu,2001,34.73416667,136.5197222,2.7,18.96313993,10.78070175,11.25764706,244.6,10.32280185,48.54166667,1.903075397,9.7857,94
Japan,Tsu,2015,34.73416667,136.5197222,2.7,23.04873646,13.03224299,4.820879121,285.0007315,10.96875022,18.41015136,2.985343437,9.5589,90
Japan,Tsu,1969,34.73416667,136.5197222,2.7,19.32219178,10.71890411,4.038356164,606.45,10.67269585,36.42281106,2.73421659,6.3115,101
Japan,Tsu,2017,34.73416667,136.5197222,2.7,19.97445483,12.37980296,3.893406593,306.25,10.74051067,17.11443932,2.604775828,9.3184,95
Japan,Tsu,2006,34.73416667,136.5197222,2.7,20.16696165,12.91666667,3.819505495,253.85,10.44282872,28.31321045,2.305952381,9.8687,96
Japan,Tsu,2007,34.73416667,136.5197222,2.7,20.75143678,13.08910891,3.547527473,308.75,11.83666746,23.51804916,3.494305556,10.1416,91
Japan,Tsu,1977,34.73416667,136.5197222,2.7,19.8030137,11.52657534,4.150684932,407.5,8.725230415,7.542242704,0.230645161,8.1273,94
Japan,Tsu,2020,34.73416667,136.5197222,2.7,12.85466667,13.55539216,5.031321839,386.95,12.24642857,19.45795642,4.443653846,8.1499,91
Japan,Tsu,1993,34.73416667,136.5197222,2.7,19.07800587,11.86214689,11.61666667,184.4,10.8155804,42.98055556,3.419292929,9.3259,97
Japan,Tsu,1994,34.73416667,136.5197222,2.7,20.84911243,13.46887755,7.696341463,205.4,10.08356748,26.92857143,1.969230769,9.7362,97
Japan,Tsu,1995,34.73416667,136.5197222,2.7,19.96045016,12.98514286,15.32738095,252.55,10.32188506,21.725,2.441643773,9.8098,100
Japan,Tsu,1982,34.73416667,136.5197222,2.7,18.97260274,11.06383562,5.723287671,455.15,9.383448541,7.198540707,0.702227343,7.5031,90
Japan,Tsu,1970,34.73416667,136.5197222,2.7,18.71643836,10.71917808,4.484931507,438.7,9.72703533,17.46543779,0.038709677,7.3189,106
Japan,Tsu,1971,34.73416667,136.5197222,2.7,19.08356164,10.81890411,5.284931507,481.9,9.646351767,13.64439324,1.059946237,7.4844,97
Japan,Tsu,2002,34.73416667,136.5197222,2.7,20.54210526,13.11935484,9.016666667,303.75,11.03687559,62.71025641,3.08377451,10.0015,86
Japan,Tsu,2003,34.73416667,136.5197222,2.7,19.89060606,12.75980392,9.104320988,273,9.98315873,62.04761905,2.348513072,10.0538,92
Japan,Tsu,2005,34.73416667,136.5197222,2.7,17.55,13.45879397,5.396811594,5.35,6.85,21.83333333,2.233333333,10.0554,98
Japan,Tsu,1975,34.73416667,136.5197222,2.7,19.28273973,11.5260274,4.554794521,444.6,8.722388633,22.2235023,1.067242704,7.726,99
Japan,Tsu,2018,34.73416667,136.5197222,2.7,21.01964286,13.28325123,4.729120879,214.65,9.386748453,9.213517665,1.624861111,8.9893,88
Japan,Tsu,1991,34.73416667,136.5197222,2.7,22.37810219,15.60880503,18.66323529,284.7845927,11.5125024,82.82295994,3.099377612,9.3628,97
Japan,Tsu,1992,34.73416667,136.5197222,2.7,20.03469388,12.60994475,12.65113636,314.75,11.21024691,52.12222222,3.193154762,9.4102,93
Japan,Tsu,1978,34.73416667,136.5197222,2.7,19.93479452,11.3109589,2.887671233,537.85,10.20833333,10.91589862,1.630107527,7.7804,104
Japan,Tsu,1953,34.73416667,136.5197222,2.7,19.07287671,11.34410959,4.568493151,483.2,9.555875576,10.10637481,1.150268817,1.678,102
Japan,Tsu,1972,34.73416667,136.5197222,2.7,19.62513661,11.21038251,5.37295082,582.4,10.75873192,34.87578791,2.025472747,7.8922,99
Japan,Tsu,1996,34.73416667,136.5197222,2.7,19.22218935,12.09330144,9.718681319,176.45,9.038073556,14.9702381,1.545485887,9.8823,102
Japan,Tsu,1999,34.73416667,136.5197222,2.7,20.65723077,12.92513369,6.310788382,240.95,11.1717037,31.44246032,2.415757576,9.7514,93
Japan,Tsu,1957,34.73416667,136.5197222,2.7,18.68931507,10.94821918,5.004931507,474.75,9.10672043,11.06835637,1.392473118,2.0677,103
Japan,Tsu,1958,34.73416667,136.5197222,2.7,19.27013699,11.60931507,4.469863014,554.5,10.21324885,24.84447005,2.090860215,1.9718,103
Japan,Tsu,1973,34.73416667,136.5197222,2.7,19.64,11.04739726,3.983561644,584.85,10.71175115,31.93932412,2.279953917,8.3473,103
Japan,Tsu,2016,34.73416667,136.5197222,2.7,20.64272446,13.13737864,4.89369863,354.35,11.67103448,19.31627735,3.847175926,9.4215,93
Japan,Tsu,1956,34.73416667,136.5197222,2.7,18.78606557,11.38224044,5.063934426,531.65,9.981053022,16.92324805,1.636188357,1.7848,100
Japan,Tsu,1983,34.73416667,136.5197222,2.7,19.48410959,11.4460274,4.452054795,537.85,10.10902458,10.40898618,1.76812596,7.3148,98
Japan,Tsu,1959,34.73416667,136.5197222,2.7,19.93342466,12.1690411,6.389863014,609.8,10.5359063,31.93817204,3.065821813,2.076,91
Japan,Tsu,1960,34.73416667,136.5197222,2.7,19.84180328,11.6715847,4.216939891,590.35,11.0667779,16.40897293,1.898924731,2.482,100
Japan,Tsu,1990,34.73416667,136.5197222,2.7,26.15714286,18.95,58,256.9,12.05483871,5.161290323,4.519354839,9.3009,89
Japan,Tsu,1974,34.73416667,136.5197222,2.7,18.78,10.86684932,6.039726027,396.5,8.635445469,8.84984639,0.172427035,8.2353,101
Japan,Tsu,1954,34.73416667,136.5197222,2.7,19.15589041,11.57342466,5.821369863,626.95,11.14765745,19.21543779,2.73375576,1.6201,94
Japan,Tsu,1955,34.73416667,136.5197222,2.7,19.64246575,11.76849315,3.95369863,543.95,10.14358679,22.73963134,1.955990783,1.5938,95
Japan,Tsu,1989,34.73416667,136.5197222,2.7,19.60027397,12.66383562,5.717270195,629,10.5890553,30.24193548,3.381374808,8.2355,91
Japan,Tsu,1984,34.73416667,136.5197222,2.7,18.9010929,11.18224044,3.229508197,367.65,7.97437894,12.53615128,-0.014868372,7.7323,109
Japan,Tsu,1988,34.73416667,136.5197222,2.7,19.1226776,11.86038251,5.174863388,593.7,10.40515387,6.166110493,2.56154987,7.974,102
Japan,Tsu,1976,34.73416667,136.5197222,2.7,18.93852459,10.83907104,5.135245902,529.55,10.08472377,17.3507601,1.585465332,7.9799,95
Japan,Tsu,1987,34.73416667,136.5197222,2.7,20.25068493,12.21232877,2.761643836,587.4,10.65360983,12.609447,2.348348694,7.3333,96
Japan,Tsu,1986,34.73416667,136.5197222,2.7,19.17835616,11.18712329,3.976712329,404,8.459447005,6.49577573,0.459447005,7.4465,98
Japan,Tsu,1985,34.73416667,136.5197222,2.7,19.62986301,11.95205479,4.624657534,503.45,9.641013825,19.64093702,1.56328725,7.4858,96
Japan,Hamamatsu,1978,34.75388889,137.7116667,45.93,20.14876619,11.0871029,4.26237264,485.8276104,9.399974113,15.8560211,1.27634185,7.7804,100
Japan,Hamamatsu,1954,34.75388889,137.7116667,45.93,20.60314616,10.65353508,5.471164074,482.6497629,10.25146739,21.73532589,0.746969717,1.6201,93
Japan,Hamamatsu,1979,34.75388889,137.7116667,45.93,20.5422281,11.44884331,4.543995853,523.8074978,10.37230145,20.44566123,1.95106012,8.1552,95
Japan,Hamamatsu,1989,34.75388889,137.7116667,45.93,20.54247121,11.44902147,4.543684293,523.7969221,10.37234118,20.44892552,1.95117599,8.2355,91
Japan,Hamamatsu,1953,34.75388889,137.7116667,45.93,20.60332685,10.65394069,5.393073829,482.7346078,10.25219506,21.73507739,0.747304228,1.678,98
Japan,Hamamatsu,1980,34.75388889,137.7116667,45.93,20.42757368,11.36142894,4.55807323,495.9294769,10.06010482,19.06412027,1.632676316,8.0198,99
Japan,Hamamatsu,1977,34.75388889,137.7116667,45.93,20.54214337,11.44878101,4.544104457,523.8112968,10.37228811,20.44453055,1.951020588,8.1273,89
Japan,Hamamatsu,1966,34.75388889,137.7116667,45.93,20.77581724,10.82570601,4.670951953,426.3652105,9.87253743,16.04482204,0.304578149,4.2095,95
Japan,Hamamatsu,1991,34.75388889,137.7116667,45.93,21.2280651,12.14076299,7.986378082,299.3373645,10.46133547,33.61265547,2.058307923,9.3628,96
Japan,Hamamatsu,1968,34.75388889,137.7116667,45.93,20.70289447,10.93775021,4.507365734,456.5467473,10.01722026,18.02391799,0.888517255,5.5023,96
Japan,Hamamatsu,1955,34.75388889,137.7116667,45.93,20.59977512,10.65727687,5.516129032,484.2073536,10.25907592,21.77399356,0.755399161,1.5938,92
Japan,Hamamatsu,1981,34.75388889,137.7116667,45.93,20.14865394,11.08701127,4.262593527,485.8463172,9.400218136,15.85663124,1.27648392,7.8061,95
Japan,Hamamatsu,1967,34.75388889,137.7116667,45.93,20.73963227,10.81724194,4.574408787,429.7105939,9.820766879,16.99315043,0.456192787,4.8532,93
Japan,Hamamatsu,1983,34.75388889,137.7116667,45.93,20.36444087,11.21854104,4.078743029,467.6088302,9.275470213,14.6441949,1.057965173,7.3148,96
Japan,Hamamatsu,1987,34.75388889,137.7116667,45.93,20.36442245,11.21854303,4.078610317,467.5999443,9.275289198,14.64381769,1.057933383,7.3333,95
Japan,Hamamatsu,1965,34.75388889,137.7116667,45.93,20.77782618,10.82832713,4.590299497,427.272756,9.881156405,16.03219351,0.309833304,3.9257,103
Japan,Hamamatsu,1982,34.75388889,137.7116667,45.93,20.36425343,11.21856206,4.077375426,467.5178292,9.273614309,14.64032336,1.057640635,7.5031,89
